episode,nick_name,comments,like,dislike,ripple,date
35,호랑이눈썹으로보자,스크롤 하도 빨리 내려서 손가락 쓸림 ㅜㅜ 쫄려유~~,0,0,0,2020-10-30 09:50:17
35,페르소나,일단 보내 ㅠㅠㅠ여자부터 빨리보내라고 엉엉 ㅠㅠㅜㅜㅜ,0,0,0,2020-09-11 11:34:20
35,krystal,아아.. 무서워.. 제발제발제발제발.. ㅠㅠ,0,0,0,2020-08-27 14:25:47
35,영,넘무섣ㄷㄷㄷㄷㄷㄷ,0,0,0,2020-07-26 02:11:07
35,정가경,작가님 할아버님 대사에 그 고유정사건 이야기하신건가... 아니라면 죄송해요ㅠㅠㅠ,0,0,0,2020-02-22 19:09:18
35,텐저린_ㅋ,빨리!! 한명 먼저 소환!! 하면 의식 잃지 차뮤ㅠ,0,0,0,2019-12-12 23:52:03
35,닌네임필수,시즌2 메인빌런 등장 ,0,0,0,2019-10-12 07:39:00
35,최종민,소문이 왼손으로 충성??? 우리 똘똘이 인간미까지 있구나~!,0,0,0,2019-08-23 14:54:56
35,밥데렐라,와... 제발 저새끼좀 죽여주세요 시원하고싶다!!!!,0,0,0,2019-05-31 20:02:43
35,복스타,오마이갓 ,0,0,0,2019-05-09 00:54:54
35,dbalskfk1212,"최고의 웹툰, 추천합니다.",0,0,0,2019-05-07 23:06:43
35,cool0916,나도 정말 좋아하지......피 자냄새..,0,0,0,2019-05-07 17:27:15
35,물개,"최고의 웹툰, 추천합니다.",0,0,0,2019-05-06 15:01:30
35,전설의농기구,중간보스 뒤에 진보스가 ㅜㅠㅜ,0,0,0,2019-05-05 11:40:55
35,kato,불안해 ㅠㅠㅠㅠㅠㅠㅠ,0,0,0,2019-05-05 00:15:39
35,kato,헐 ㅠㅠ,0,0,0,2019-05-05 00:15:21
35,Bluelemon,무서워,0,0,0,2019-05-03 14:54:36
35,행복비타민,재밌는데 조마조마~~~~무사하기를 ~~,0,0,0,2019-05-03 10:41:09
35,히경,꿈에 나옴..,0,0,0,2019-05-03 10:16:43
35,웰빙하고있네-_-,하..누가 담편보시고 스포 좀 해주세요ㅠ스포원츄는 첨이네요ㅜ심장 떨려서 못보겠어요ㅠ장물할배 다이시키면 장이님 미워할거예요ㅠ,0,0,0,2019-05-03 10:13:26
35,레이,ㅜㅜ 꼭 잡게 해주세요. 꼭이요. ㅜㅜ,0,0,0,2019-05-03 01:18:35
35,inbo sim,겁나잼있다,0,0,0,2019-05-02 22:34:38
35,yany,숨 쉬는 타이밍을 못 잡았어;;,0,0,0,2019-05-02 22:04:41
35,김진수,누구 하나 다치는것까진 이해해하지만 죽는 사람은 제발 없기를 제발,0,0,0,2019-05-02 20:23:53
35,검은고기,아 진짜 개꿀잼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,2019-05-02 19:26:25
35,산길따라걷기,"최고의 웹툰, 추천합니다.",0,0,0,2019-05-02 18:50:38
35,이준희,할아버지 죽지마요 ㅜㅠㅠㅠ,0,0,0,2019-05-02 13:49:10
35,허니허니,안돼요 제발ㅠㅠ,0,0,0,2019-05-02 12:12:28
35,그대목소리,불길한느낌확오제,0,0,0,2019-05-02 10:15:50
35,킬리만자로,아 깜짝이야...;;,0,0,0,2019-05-02 10:13:20
35,HSNari,옴마...,0,0,0,2019-05-02 09:56:13
35,정보람,제밯ㄹ.. 아무도 죽지마라......,0,0,0,2019-05-02 09:29:55
35,이두열,소문 듣고 왔어요 ㅎㅎ,0,0,0,2019-05-02 09:19:42
35,$$유성$$,지하철에서 단발에 마스크쓴여자보고 나도모르게 숙주라고 생각함ㅋㅋ,0,0,0,2019-05-02 08:35:27
35,폭스바겐 Jetta,헐,0,0,0,2019-05-02 07:56:33
35,좡여장,장씨할아버지 사망플래그가 너무 심하게떠서 슬프다...거의 구십프로 사망플래그..,0,0,0,2019-05-02 07:54:41
35,여니,이작가님은 관절꺾는거 그리시는데 최고신듯~,0,0,0,2019-05-02 07:53:01
35,잠만보,근데 장이님....퍼펙트게임 시즌4는 연재 안하세요?,0,0,0,2019-05-02 07:33:32
35,달무리,아진짜 아무도 죽지않을거라고 난 믿어요ㅠ!!!,0,0,0,2019-05-02 06:18:20
35,미르,제발 카운터들 다 다치지않게 해주세용특히 장물아재  돌아가심 절대 안되욧!이번화 넘 무서웠어요심장이 쫄깃쫄깃여자악귀랑 남자악귀 둘다 겁나 무서워요~~~,0,0,0,2019-05-02 01:49:53
35,대한독립만세,제발 희생자 없이 일타쌍피로 끝났으면 좋겠다.,0,0,0,2019-05-02 01:29:25
35,cost10,장물 영감님 왠지 불안한데....,0,0,0,2019-05-02 01:16:42
35,녹차라떼,아 대박 스릴,0,0,0,2019-05-02 00:51:10
35,rocinante,아직 이해가 안되는 부분이 있어서요...그러니까 야구는 언제해요?,0,0,0,2019-05-02 00:24:54
35,개미핥기,잘 보고 있어요.,0,0,0,2019-05-01 23:35:03
35,캐롤라인,제발 장물 할아버지 조심 ㅠ,0,0,0,2019-04-25 08:53:41
35,꼬갱이,"최고의 웹툰, 추천합니다.",0,0,0,2019-04-24 23:19:05
35,retopo,장물할배 그냥 물주가 아니였어ㅎㄷㄷ 근데 왜 사망플래그냐.....,0,0,0,2019-04-18 04:04:49
35,신브,아 불안타,0,0,0,2019-04-15 01:23:41
35,데미안,드뎌 출현요,0,0,0,2019-04-15 00:39:51
35,행복한야,추천~추천~추천,0,0,0,2019-04-13 15:53:58
35,카카오피아,아 안대영`~ ㅜㅜ 카운터들 더 이상 다치지 않게 해줘요 엉엉엉,0,0,0,2019-04-12 03:23:52
35,쏘쏘,하아~~~ 숨도 못쉼;;;;;,0,0,0,2019-04-12 00:11:55
35,Funlife,애꾸눈 납셨소....시부랄,0,0,0,2019-04-11 23:32:40
35,왕원준,아~~ 영화보다 더 재미있어요,0,0,0,2019-04-11 22:25:28
35,쿠커비타세,와...진짜 긴장감 오지네,0,0,0,2019-04-11 18:54:15
35,홍성인,부탁드립니다ㅠ아무도 죽지않게해주세요ㅠ,0,0,0,2019-04-11 18:33:08
35,WorldWide_Love,최고!,0,0,0,2019-04-11 17:53:49
35,쏘핫,사이다가 필요해,0,0,0,2019-04-11 16:18:28
35,붐바스틱,"최고의 웹툰, 추천합니다.",0,0,0,2019-04-11 16:16:57
35,열렬이,아안대 ㅠ,0,0,0,2019-04-11 13:14:42
35,손오삼불고기,자 숨들 쉬세요 이제~,0,0,0,2019-04-11 12:49:21
35,썩은송곳니,아아아~~~~~이 만화 완결 나면 볼걸다음 편 기다리는 게 넘 힘들다용작가님 부럽내용을 다 알테니 ㅠㅠ,0,0,0,2019-04-11 12:42:44
35,검은사막,아아... 사망플래그.ㅠ,0,0,0,2019-04-11 12:37:43
35,윤주황,어우야~ 타이밍 죽이고~ 긴장감 오지고ㅋㅋ한주 또 어찌 기다릴꼬ㅠㅜ,0,0,0,2019-04-11 12:35:30
35,파닥파닥,저 목빠져요 작가님 다음편 주세요 제발요,0,0,0,2019-04-11 12:04:11
35,멋진 꼬북,세상사 쉬운게 하나없어 ㅠ,0,0,0,2019-04-11 11:32:39
35,허브솔트,"B팀은 나온지 얼마안되서 덜 애정한다 치고,할아버지 잘못되시면 바지에 똥쌀겁니다!!! 확 쌀거야!!",0,0,0,2019-04-11 11:10:01
35,도발,조마조마하다가 심장 떨어질뻔 ㅠ,0,0,0,2019-04-11 11:04:28
35,쌍갑포차 매일 연재되면,아 무서라 숨이 안쉬어지네~~ 착하게 살아야지~~~,0,0,0,2019-04-11 10:43:09
35,토목쟁이,더 그려줘용 ~~ 자꾸만 보고 싶넹 ~~,0,0,0,2019-04-11 10:33:31
35,애정어린시선,헉!!!,0,0,0,2019-04-11 10:01:10
35,김주형,너무 재밌다 ㅜ,0,0,0,2019-04-11 09:30:17
35,이리온,아제바아아ㅏ아알~~~~~~~!!!!!!,0,0,0,2019-04-11 09:01:21
35,바람잘날 없다,작가님 미리 마지막편까지 올려주심 안될까요..?ㅎ 안된다면 미리보기 10편만이라도.. 결제는 얼마든지 할게요 ㅎㅎ,0,0,0,2019-04-11 08:53:53
35,엉클홍,헐....,0,0,0,2019-04-11 08:45:30
35,우야꼬,X됐다 전멸각인가..,0,0,0,2019-04-11 08:24:03
35,닛시,작가님 개인결제창 열어주세요 ㅠㅠ 일주일 어떻게..다음 장사못하네 결말까지 쿠기따블해도 이런명작은 다볼낀데 ㅎㅎ쿠키는미안여 쵸코??,0,0,0,2019-04-11 07:28:06
35,깜보,어쩌라구요~~또한주를기다리라구요?  ㅜㅠ,0,0,0,2019-04-11 06:32:45
35,이은지,하 숨참느라 죽는쥴 ㅠㅠㅠㅠ 존잼 ,0,0,0,2019-04-11 04:27:54
35,루이바,할아버지 포스봐 ㅋㅋ,0,0,0,2019-04-11 04:02:34
35,강미녀,아 화날뻔했는데 정신번쩍드네요ㅋㅋ평소처럼 빨리 사이다주이소!!,0,0,0,2019-04-11 02:45:03
35,김수민,으아아아아 ,0,0,0,2019-04-11 01:56:12
35,유똥잉,미리보기 더주세요 ㅠㅠㅠㅠ 그놈이다 !!!!!,0,0,0,2019-04-11 01:53:37
35,tmzkt,남자 카운터 두명은 뭐하고 노친네랑 여자가 격투해서 잡냐??장물 할배 어찌 위험해보이네... 어쩌냐.. ㅠ,0,0,0,2019-04-11 01:33:02
35,사진속에담긴세상,에이 지난 번에 쌍칼을 날렸어야 하는데....,0,0,0,2019-04-11 01:27:05
35,사진속에담긴세상,저 여자부터 소환 합시다!,0,0,0,2019-04-11 01:17:31
35,사진속에담긴세상,저 쉽알 놈!그때 죽였어야 했는데....두고 두고 골치 아프게 생겼네....,0,0,0,2019-04-11 01:11:38
35,지치지않는심장,소름. 무서워서 손발에 힘이 안들어가요.,0,0,0,2019-04-11 00:46:53
35,은군,으옹어어어어오어아나 다음편!!!!!!,0,0,0,2019-04-11 00:32:20
35,신우탁,다리도 분질러버려야지~도망 못가게 ㅠㅠ,0,0,0,2019-04-11 00:28:45
35,잘살자,정녕 사이다 웹툰으로 갑시다,0,0,0,2019-04-11 00:27:49
35,나롱,"아 제발 아무도 죽이지 마요,,, 무서워,, ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ",0,0,0,2019-04-11 00:27:30
35,늘 처음처럼,장물할배 죽으면 학원물에서 본격 복수 액션으로 가는거 하드코어 액션으로 부탁 결제할게요,0,0,0,2019-04-11 00:17:37
35,성영,와 마지막 장면보고 진짜 철렁,0,0,0,2019-04-11 00:16:27
35,정승은,불안하당 ,0,0,0,2019-04-11 00:08:51
35,min,다음폰,0,0,0,2019-04-10 23:53:51
35,애미,......!!,0,0,0,2019-04-10 23:30:37
35,황동준,장물이 형 캐멋지네땅 흐르는 거 보고 잠깐 안심했건만ㅠㅠ,0,0,0,2019-04-10 23:24:37
35,바부팅이,아우 이제 숨 좀 돌립시다 헉헉웹툰보다가 숨막히겠네요,0,0,0,2019-04-10 23:22:38
35,포장마차,크....,0,0,0,2019-04-10 23:20:39
35,하경아빠,아. 소름끼쳐.... 아우~~,0,0,0,2019-04-10 23:11:54
35,닉네임,오오오!!!!!!!!!! 어뜨케~~,0,0,0,2019-04-10 23:11:07
35,너는 될 놈이야,양 좀 거 2배로 좀 늘려주심 안됩까ㅠ ,0,0,0,2019-04-10 23:10:30
35,다찌마와김,아이고 저 여자도 놓치고 희생자도 나올 각인데 ㅠㅠㅜ,0,0,0,2019-04-10 23:04:06
35,VIZ4,아~ 또 기다려야됨..,0,0,0,2019-04-10 22:42:11
35,obportu,아 ㅜㅜ 한숨나옴 ,0,0,0,2019-04-10 22:17:39
35,밀라,우아아아!!! 다음편이 궁금해요,0,0,0,2019-04-10 22:15:51
35,레이,다음 주 기다려 주겠습니다,0,0,0,2019-04-10 22:15:44
35,han,할부지 쌔네!!,0,0,0,2019-04-10 22:11:51
35,Sydney,정말 10시 다 됐는데 안 올라와서 무지 서운할 뻔...ㅎㅎㅎ이거보고 다시 힘내서 일하려구 기다렸어요. ^^~잘 보고 갑니다.다시 야근해야지...ㅡ.ㅡ;;,0,0,0,2019-04-10 22:11:46
35,김민엽,"하, 다음화...!",0,0,0,2019-04-10 22:05:04
36,TOP_SKY,아 이거 할배 사망 플래그인데...그래도 장물할배 강하니깐 아닐거애ㅜㅜㅜㅜ,1112,37,3,2019-04-17 22:17:19
36,초코쿠키,댓글 인 줄 알고 싫어요 잘못 눌렀어요ㅠㅠㅠ좋아요예요. 넘좋아요ㅠ,,,,2019-10-14 11:47:46
36,Jenny,ㅠㅠㅠㅠㅠ,,,,2020-08-26 09:27:27
36,뀨우웅,아 저두 댓글보려다가 싫어요눌렀오요 ㅠ 죄송,,,,2021-01-01 12:42:20
36,윤똥2,진짜 장물할배 살아주세요ㅜㅜㅜㅜㅠ,790,8,0,2019-04-17 22:30:30
36,captain cho,"소문이팀이 빨리 와서 돕지 않으면 장물님도 죽는건지, 진짜 심장 떨려서 못보겠어요. 만화가 아니에요 진짜!!!!",717,4,4,2019-04-17 22:09:47
36,가브리엘,와 나 진짜 만화보면서 심장 떨리긴 처음입니다... 죽지마요 ㅠㅠ,,,,2019-05-09 00:42:06
36,박성주,아진짜 저도 심장떨려서 불안도하네요ㅜㅜ,,,,2019-05-09 06:35:15
36,주주파더,맞아 심잠떨려 후덜덜...,,,,2019-05-09 10:10:37
36,Jenny,나도 심장떨려서 다음편으로 못 넘어가겠어요... 무서워요,,,,2020-08-26 09:27:50
36,풍년,작가야 단디 알아라 장물할배 죽이면 이제 결제 없다 알갔나?,561,25,6,2019-04-17 22:34:59
36,소망하는자,ㅋㅋ  너무해,,,,2019-05-08 23:07:03
36,이은승,ㅇㅈ,,,,2019-05-09 00:11:49
36,랑떼르디,미투,,,,2019-05-09 11:55:43
36,어르신,이딴 초딩같은 소리가 제일 싫음,,,,2019-05-09 13:04:55
36,홍기,ㄴ어르신님 그래도 그만큼 풍년님이 장물할배 팬이신거죠!ㅎㅎ,,,,2019-05-10 00:34:56
36,은서,고작 몇백원 내는 주제에 이딴 소리 해대는 거 보면 확실히 독자들은 너무 떵떵거리는 경향이 있어 ㅋㅋ,,,,2019-09-18 13:38:29
36,야쿠자,아날로그 갬성 파이팅 영감님 파이팅,341,3,0,2019-04-17 22:06:35
36,곰군라온,할배는 건들지말자 동방예의지국 ㅜㅠ,322,2,0,2019-04-17 22:42:59
36,바부팅이,소문아 달려!!!!!,164,2,0,2019-04-17 22:22:29
36,007black,아 웹툰보면서 긴장하기는 처음입니다,151,2,0,2019-04-17 22:17:58
36,사랑맘,심장 떨려서 응원밖에 못하겠네!!! 이거 웹툰이라구!!! 웹툰!! 근데 전심으로 응원하고 있음!!  할아버지 죽지마ㅜㅜ 제발. 소문아 빨리와ㅜㅜ,128,3,0,2019-04-17 23:38:59
36,준이를돌려줘,아아 할배오빠 여기가 마지막아니지?,93,0,0,2019-04-17 22:18:47
36,사람과사람,옆동네 에서는 영감님이 번쩍하면 가장 쎄다!!! 영감님 gogogo!!!,59,1,0,2019-04-17 22:08:12
36,엉클홍,장물할배 돌아가시면 안봅니다....아니 볼거긴 한데그래도 안볼겁니다!!ㅠㅠㅠ살려주세요 장물할배..ㅠㅠㅠㅠ,56,1,0,2019-04-18 14:36:30
36,푸른바다,안되요~~꼭 이겨주세요 ㅠ,53,0,0,2019-04-17 22:19:15
36,Smath_for_you!,할아브는원래 걱정안해도됨,43,1,0,2019-04-17 23:29:50
36,Hana,제발 할배 살려주세요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,40,1,0,2019-04-17 22:24:24
36,진리,자세가 왠지 영화 시실리인가 거기서 임창정 같지 않음?칼 잡은 손에 힘들어 가지도 않고 진정한 칼잡이신데요그 실력 믿어 봅니다 진심으로!,30,1,0,2019-04-18 00:43:18
36,오늘부터우리는,장물할배돌아가시면 안본다...ㅜㅜ,22,0,0,2019-04-18 01:08:36
36,잘살자,사이다로 가자 제발 작가님!세월도 뒤숭숭하고 경제도 꿀꿀하고 사는게 *랄 같은데 여기에서 만큼 이라도 시원하게 갑시다 . 그럼 너무 빨리 끝나나요?,15,0,0,2019-04-18 01:24:16
36,곰파워,기승전 위트있는 진행과 구성 내 살다살다 이런 갬성만화 처음입니다 ,14,0,0,2019-04-20 14:02:54
36,21세기형나그네,이거 제발 드라마 만들어주세요,11,2,0,2019-04-18 03:14:43
36,guangtai,장물할배 살리기 국민청원 1/200000,8,1,0,2019-05-09 01:02:10
36,산시로의폭발,누가 스포 해도 되니까 장물할배 죽는지 안죽는지 좀 알려줘라ㅜㅜ,6,0,0,2019-05-08 22:47:57
36,광식이동생광동,장물할배 쩐다 멋있다 아날로그 갬성,5,0,0,2019-05-09 08:18:07
36,yap,태극기 할배들 아닌 이상노인을 공경해라..죽이면 안된다 안카나..,5,1,0,2019-05-09 00:38:55
36,mming,내가 진짜 요새는 장이님 때문에 다음 웹툰 들어오고 캐쉬 충전한다.,5,0,0,2019-04-18 05:29:16
36,행복한야,웹툰인데도 심장이 쫄깃쫄깃~ 떨려~~,4,0,0,2019-04-19 16:29:29
36,Blue,할배 죽음 결제 없드아~~,4,0,0,2019-04-18 19:01:36
36,디오니,아ㅠㅠ소문아 빨리와라고 ㅠㅠ운동하는데 소문이 생각에 뭔정신에 했는지....내가 이러는 사람이 아닌데소문이가 뭐라꼬 날 이리만드나요,4,0,0,2019-04-18 01:16:14
36,신우탁,미리보기.미리보기미리보기미리보기....없다....ㅠㅠ,3,0,0,2019-04-18 01:19:37
36,Jenny,ㅠㅠㅠㅠ 원래 사이다에도 카페인이 들어있어서 너무 많이 마시면 긴장되고 가슴 쿵쾅쿵쾅 거리고... 그렇습니다.. 여기까지 너무 사이다 많이 마시면서 달렸나봐요... 소문이 팔 잘린이후 너무 긴장돼요. ㅠㅠ,2,0,0,2020-08-26 09:30:30
36,망이,웹툰에 웬만해서 댓글진짜 안다는데 이웹툰은  진짜재밌습니다 ㅋㅋㅋㅋ,2,0,0,2019-05-10 01:10:51
36,지현이,진짜 장물할배 죽이지말아주세여ㅕ작가님 제발..그럼 안볼..아니 보긴볼꺼지만..사랑한다구요 작가님..,2,0,0,2019-05-09 16:45:59
36,병맛,장물할배 죽으면 저 울어요,2,0,0,2019-05-09 01:10:47
36,Lala Lalalo,내가 진짜 이 웹툰중 최애가 소문이보다도 장물할배다...죽이지 마셔요 젭아류ㅠ,2,0,0,2019-05-09 00:53:55
36,악마,장물이 하라부지 죽이지마세요,2,0,0,2019-04-24 19:25:02
36,박태준,장물할배 죽으면 미리보기 멈출거야!,2,0,0,2019-04-19 00:11:19
36,안타제조기,아~~ 장물영감님....... 힘내세요....,2,0,0,2019-04-18 09:31:40
36,문블리,할아버지 죽이지 마세영 ㅠ ㅅ ㅠ.....,2,0,0,2019-04-18 01:56:23
36,에스키스,할배 살아야되는데 ㅠ,2,0,0,2019-04-18 01:11:16
36,아쫌,할배 죽이지마요,2,0,0,2019-04-18 00:33:23
36,겨울잠결심,심장아..........ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2,0,0,2019-04-17 22:31:47
36,sang,아니 그래도한방에 만싱창이냐?나름 능력자에 경험자들인데 그것도 모자라 질질 짜는건 이해불가 설정,1,0,0,2020-08-23 03:39:03
36,민이사랑ㅋ,으아 미첬어 ㅜㅜ 넘재미있어서 네번정주행,1,0,0,2020-05-17 17:22:39
36,집단으로뽕을쟈셨나,아날로그 갬성 캡쳐하고싶다아!!!!!,1,0,0,2019-05-11 04:43:18
36,정영민,볼때마다새로와,1,0,0,2019-05-10 00:03:42
36,꽃돌,할배 엄청쌜듯,1,0,0,2019-05-09 04:22:12
36,최태진,넷플릭스에서 영화나 드라마로 만들어주면 대~박 날텐데...항상 결제하고 보는데.. 최고입니다 ,1,0,0,2019-04-19 17:47:38
36,opluqw,할배 제발 무사하길 ㅠㅠㅠㅠㅠㅠ 작가님 부탁드려요,1,0,0,2019-04-18 23:54:31
36,천상천하,아 진짜 장물 할배  죽으면  저두 결재 안합니다...제발 부탁드립니다  죽지 않게 해주세요  가슴 떨려서 못 보겠네요,1,0,0,2019-04-18 10:10:32
36,다찌마와김,할배는 안돼 ㅜㅠㅜㅜㅠㅠ,1,0,0,2019-04-18 09:02:53
36,박현빈,사망플래그를 꽃으신 우리의 장물할배,1,0,0,2019-04-18 07:54:10
36,ODDDD,와 장물할배 진짜 멋있어요 ㅋㅋ,1,0,0,2019-04-18 07:29:16
36,미도리,장물님 죽음안데여ㅠ왠지..,1,0,0,2019-04-18 02:38:41
36,이은지,장물할배 멋있다....,1,0,0,2019-04-18 02:13:54
36,김수민,아쫌~~예상을 뒤엎는 반전??예?느므 예상한데로 가면 재미읎지예?,1,0,0,2019-04-18 00:32:39
36,오락사랑,할아버지가 남은 눈깔도 뽑아주세욧!!!!,1,0,0,2019-04-18 00:06:12
36,바람돌이,쁘아악-!-!-! 다음화가 시급하다-!-!!-!-!-!!-!-!! 제발 다음주 제발 와주세요ㅜㅜㅠㅠㅜㅍ,1,0,0,2019-04-17 23:40:44
36,건욱,장물할아버지 죽으면 안돼..,1,0,0,2019-04-17 23:28:18
36,사진속에담긴세상,할배 머싯다!다치지 마라 할배!,1,0,0,2019-04-17 23:28:14
36,촐랭이V,아아 할배 안돼안돼 할배만은 못보내 ㅠㅠㅠ할배보면 자꾸 우리 블루엔젤스 명감독님 생각난단말야할배 안돼 ㅠㅠㅠ,1,0,0,2019-04-17 23:23:36
36,하연어뭉,아니드라마에선추여사가위험하드만여긴반대가되는겁니꺼?! 제발요😭,0,0,0,2021-01-05 13:08:42
36,닉네임을 등록해 주세요,와대머리,0,0,0,2021-01-02 18:37:18
36,larer,작품에서 칼나올때마다 광고도 칼 광고뜨네,0,0,0,2021-01-02 10:54:12
36,Alo,장물 할배 젤 좋은데에에에 다리에서 칼 꺼낼 때 너무 든든함,0,0,0,2020-12-27 23:56:14
36,이정남,물주 먼저가믄 어카나....,0,0,0,2020-12-14 20:31:09
36,천제욱,할아버지 곧 융으로 가시겠는데,0,0,0,2020-12-14 19:53:54
36,동글동글,할배 크러쉬 쩌는 죽지말고 오빠하자긔,0,0,0,2020-12-10 02:30:01
36,유찬영,아날로그 갬성ㄷㄷ 지리내,0,0,0,2020-11-30 17:01:13
36,전션,다들 나랑 같은 생각.. 할배 죽디마여 ㅜㅜ,0,0,0,2020-11-29 22:33:28
36,dodo,할아버지  안됩니다!!!,0,0,0,2020-11-03 23:50:06
36,미생,아 그 누구도 안되지만 물주가 가시면 더 안됨 우리 소문이 대부인데...,0,0,0,2020-10-10 02:41:21
36,찬규,아날로그 갬성.옛날에는 플레그로  죽는 일이 없었으니까 할아버지는 살겠죠?ㅠㅠ,0,0,0,2020-09-21 22:31:57
36,예담,할배 죽지마 망할 자식들이 돈 떼묵잖아,0,0,0,2020-09-16 21:51:35
36,krystal,아... 제발. 할배여.. 할배여.. 그냥 가소.. ,0,0,0,2020-08-27 14:30:55
36,박혜영,"최고의 웹툰, 추천합니다.",0,0,0,2020-08-27 01:07:40
36,이유진,화이팅ㅠㅠㅠㅠㅠ,0,0,0,2020-08-14 01:13:22
36,그램,작가님 에어팟 디테일봐..,0,0,0,2020-08-09 22:28:34
36,유리구두,정주행하니까 떡밥 보는 재미가 쏠쏠 장물할배는 맨날 사망플래그 달고 사심 ㅜㅜㅜㅜㅜㅠㅜ 죽지마여 할배...,0,0,0,2020-07-30 18:11:47
36,영,영감님 죽이지마ㅠㅠㅠㅠㅠㅠㅠㅠ,0,0,0,2020-07-26 02:15:25
36,반스_A,사이다할배 아나로그 간지 쥑이네,0,0,0,2020-07-17 22:03:38
36,일하는곰티,와 씨 존나 재밌네,0,0,0,2020-07-07 12:44:09
36,곽주영,"진짜 초과몰입상태인데요,, 제발 살려줘요 장물할아버지 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 안돼ㅠㅠㅠㅠㅠㅠㅠㅠㅠ",0,0,0,2020-06-10 23:47:29
36,진s,ㅠㅠㅠㅠㅠ못보겠어요.ㅠㅠㅠ장물할배 안돼..ㅠㅠ,0,0,0,2020-05-15 10:11:08
36,김재섭,혹시.... 쌍칼 형님?,0,1,0,2020-05-08 10:42:58
36,김인환,할배 사랑합니다!!!,0,0,0,2020-05-01 10:59:34
36,사자새끼 시니,아날로그 갬성 ㅋ ,0,1,0,2020-04-24 20:38:55
36,소중한사람들a,와~ 이거 지금까지 웹툰과 수준이 다르다.,0,1,0,2020-04-23 16:56:36
36,더지'ㅅ',휴 다시 정주행 중인데 장물회장님 진짜 최애임 ㅠㅠㅠㅠㅠ 사랑해여ㅠㅠㅠ,0,0,0,2020-04-09 11:14:13
36,천년후에,아ㅠ 웹툰이 이렇게 지릴줄이야ㅠ 쵝오다,0,0,0,2020-04-02 09:54:33
36,아리어스,만화 전반적으로 카운터들이 너무 조심성이 없는게 좀 아쉽다. 강한 적들이 있고 카운터 죽어나가는거 알면서 행동하는거는 너무 일차원적이다. ,0,0,0,2020-01-27 00:00:59
36,포롱거리다,아ㅜㅜㅜ긴장된다 진짜 소문아 도와줘!!!,0,1,0,2019-11-27 13:48:34
36,김연혁,ㅜㅜ,0,0,0,2019-10-04 22:16:34
36,김윤중,아날로그 갬성 감동ㅋㅋㅋ,0,0,0,2019-09-17 03:14:46
36,민들레,존멋,0,0,0,2019-09-11 03:42:00
36,디오티마,할배 쥑이지 마라 작가양반아!!!ㅠㅠㅠㅠ,0,0,0,2019-08-30 13:31:27
36,김수진,완전 콘티가 영화임.  이거 진짜 대박이네,0,0,0,2019-07-27 07:18:43
36,헤,안돼ㅠㅠㅠㅠ,0,0,0,2019-06-23 01:42:28
36,안나박,다음의 할아브인가?,0,0,0,2019-06-13 21:18:50
36,똥숫간,ㅠㅠㅠㅠㅠ못보겠어 ㅠㅠㅠㅠㅠㅠㅠㅠ,0,0,0,2019-06-10 02:38:40
36,모멘터,대사 하나하나가 영화 보는것 같아요..작가님 끝내주세,0,0,0,2019-06-07 10:49:59
36,모멘터,아씨..이 만화 뭐가 이렇게 재밌어..,0,0,0,2019-06-07 10:49:27
36,천상기검소마,아날로그 감성 화이팅!!!,0,0,0,2019-06-06 10:01:10
36,밥데렐라,제발 돌아가시면 안되여ㅠㅠㅠㅠㅠㅠㅠㅠ,0,0,0,2019-06-01 01:59:28
36,술빈,장물할배 안되요ㅠㅠ 다음화 못보겠어....,0,0,0,2019-05-23 13:17:47
36,성운이,개머싯서.....,0,0,0,2019-05-22 22:49:25
36,필승코리아,최장물 할배 정말 멋져부러!!!,0,0,0,2019-05-22 19:00:22
36,그렇게사는거지,아날로그 갬성~!,0,0,0,2019-05-20 15:52:44
36,외톨이늑대,똘똘이 출동!,0,0,0,2019-05-17 01:02:50
36,허진석,제빌 장물아비 할배 죽으면 안되요 그렇지마요 진짜 그렇지 말자,0,0,0,2019-05-16 22:32:51
36,그렇게사는거지,다시보니까. 힘 끌어다  쓸때까지 저 놈 살아있을듯ㅜㅜ ,0,0,0,2019-05-16 21:21:10
36,김선영,작가님 퓨ㅠㅠㅠㅠㅠㅠㅠ죽이지마세요 ㅠㅠㅠㅠ,0,0,0,2019-05-16 08:11:10
36,지영,안돼 할아버지 죽으면 안대ㅜㅠㅠㅠㅠㅠ할아버지 사실 보스몹이라 작중 젤 강한 캐릭터임ㅇㅇㅇ그래서 절대 안 죽음ㅠㅠㅠㅠㅠㅠ제발루ㅠㅠㅠ,0,0,0,2019-05-16 07:45:56
36,soyoung,안돼 제발 ㅠㅠ,0,0,0,2019-05-15 22:43:15
36,kato,하... 저는 이렇게 결제의 늪으로 갑니다 ㅠㅠㅋㅋ,0,0,0,2019-05-15 22:24:34
36,kato,아날로그 갬성 완전 ♡,0,0,0,2019-05-15 22:24:03
36,이지매끄,장물아비 할아버지 무조건 살자 서명운동,0,0,0,2019-05-15 05:17:54
